step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
137,CASH_OUT,562877.32,C2065425113,30004.0,0.0,C2036801777,173862.28,736739.6,0,0
206,CASH_IN,245018.64,C1242240742,215404.0,460422.64,C2146237296,61568.35,0.0,0,0
403,CASH_OUT,116206.04,C1041247087,0.0,0.0,C775400277,116245.97,232452.01,0,0
36,CASH_OUT,154043.47,C517573809,0.0,0.0,C17356939,1100382.59,1254426.06,0,0
10,PAYMENT,733.69,C915094701,13833.0,13099.31,M1537725181,0.0,0.0,0,0
304,CASH_IN,132794.2,C1391556424,14012.0,146806.2,C1891941861,0.0,0.0,0,0
275,PAYMENT,13511.74,C1799827095,351.0,0.0,M1877147785,0.0,0.0,0,0
380,PAYMENT,25441.78,C299103783,166517.36,141075.58,M1111295750,0.0,0.0,0,0
378,CASH_OUT,307815.38,C976834,0.0,0.0,C2124235874,1755730.49,2063545.87,0,0
352,PAYMENT,17282.99,C114097375,73884.0,56601.01,M706853223,0.0,0.0,0,0
595,PAYMENT,23646.09,C1413088015,27706.0,4059.91,M1509451924,0.0,0.0,0,0
226,PAYMENT,4010.86,C1661735687,21073.0,17062.14,M1451503858,0.0,0.0,0,0
209,PAYMENT,3684.51,C1182109743,0.0,0.0,M928454076,0.0,0.0,0,0
402,TRANSFER,956197.6,C1556891396,58236.0,0.0,C1237401309,0.0,956197.6,0,0
259,PAYMENT,19518.71,C438337336,75553.0,56034.29,M265820703,0.0,0.0,0,0
372,CASH_OUT,79628.7,C739752704,203042.0,123413.3,C579345824,1279932.13,1359560.83,0,0
478,CASH_IN,271153.94,C1245535789,907350.27,1178504.21,C1325305124,386064.23,114910.29,0,0
39,TRANSFER,39013.3,C1092667126,39013.3,0.0,C1482119856,0.0,0.0,1,0
163,PAYMENT,5479.6,C1297996967,10308.0,4828.4,M1691803314,0.0,0.0,0,0
163,CASH_OUT,306966.61,C2090521526,6893.0,0.0,C449478552,0.0,306966.61,0,0
162,PAYMENT,20817.81,C901634047,32218.0,11400.19,M618728159,0.0,0.0,0,0
576,PAYMENT,8500.51,C768377676,41055.0,32554.49,M2144820298,0.0,0.0,0,0
216,CASH_OUT,31358.72,C2117610925,31358.72,0.0,C1891377178,420767.03,452125.75,1,0
168,PAYMENT,4614.47,C155514306,20053.0,15438.53,M302285728,0.0,0.0,0,0
20,CASH_IN,217161.51,C1552044861,491873.06,709034.57,C1137092827,482251.91,265090.4,0,0
407,CASH_IN,193030.25,C101244566,997899.76,1190930.0,C1752681662,459042.52,266012.27,0,0
590,PAYMENT,19323.56,C172564951,11425.0,0.0,M984053138,0.0,0.0,0,0
595,CASH_OUT,51908.36,C1598144836,153.0,0.0,C392406110,8934318.49,8986226.85,0,0
600,CASH_OUT,983417.49,C830861574,983417.49,0.0,C1506963745,0.0,983417.49,1,0
316,CASH_OUT,634911.47,C66770799,634911.47,0.0,C1680241779,8841.66,643753.13,1,0
11,TRANSFER,778171.08,C475610844,20914.0,0.0,C275722948,0.0,778171.08,0,0
276,PAYMENT,20832.99,C1638422156,42125.0,21292.01,M113590521,0.0,0.0,0,0
249,CASH_OUT,58988.9,C1761666221,3777.0,0.0,C674293555,2470273.29,2529262.2,0,0
182,TRANSFER,294989.71,C1641162834,294989.71,0.0,C298906210,0.0,0.0,1,0
326,CASH_OUT,45382.03,C1635092300,0.0,0.0,C994465168,1414627.01,1460009.04,0,0
259,CASH_OUT,23491.79,C1719554361,60583.0,37091.21,C1444469291,341794.76,365286.54,0,0
250,PAYMENT,77849.36,C1774407027,0.0,0.0,M1457933123,0.0,0.0,0,0
326,CASH_OUT,238771.25,C87132260,418886.0,180114.75,C1791859918,140141.89,378913.14,0,0
55,TRANSFER,309254.05,C1323797959,309254.05,0.0,C986375360,0.0,0.0,1,0
373,CASH_OUT,319564.09,C1533603894,29216.0,0.0,C2095810408,0.0,319564.09,0,0
133,PAYMENT,36547.07,C776628439,4025.0,0.0,M305848604,0.0,0.0,0,0
179,CASH_OUT,352283.18,C957095147,51455.0,0.0,C1706775479,0.0,352283.18,0,0
17,CASH_OUT,387013.51,C497508525,49910.0,0.0,C1077926612,7560329.92,7947343.43,0,0
397,CASH_OUT,189270.22,C672885469,0.0,0.0,C611301634,2471650.95,2660921.17,0,0
95,PAYMENT,5337.53,C1863879954,1043.0,0.0,M277969926,0.0,0.0,0,0
377,CASH_IN,6813.01,C1180371959,3347057.79,3353870.8,C1784376662,11967.48,5154.47,0,0
193,CASH_OUT,8552.92,C1685346100,60684.0,52131.08,C602352241,354702.25,363255.17,0,0
145,CASH_OUT,34301.19,C1096551373,34301.19,0.0,C632622590,0.0,34301.19,1,0
306,CASH_IN,187064.96,C1426633265,661039.76,848104.72,C861811327,947613.38,760548.42,0,0
109,CASH_OUT,3523089.46,C799860005,3523089.46,0.0,C1997890348,8737618.15,12260707.61,1,0
163,PAYMENT,5643.18,C1154434085,0.0,0.0,M1831675914,0.0,0.0,0,0
281,CASH_IN,9358.81,C1629886756,26345421.86,26354780.67,C161545810,474032.59,464673.78,0,0
9,PAYMENT,2475.13,C541295742,74246.0,71770.87,M1451227029,0.0,0.0,0,0
467,CASH_OUT,2108440.98,C858034086,2108440.98,0.0,C233159904,0.0,2108440.98,1,0
346,CASH_OUT,521069.68,C89065101,57404.0,0.0,C2025461198,0.0,521069.68,0,0
381,PAYMENT,3478.8,C1901421358,32334.0,28855.2,M151948588,0.0,0.0,0,0
535,CASH_OUT,606501.57,C1911204207,606501.57,0.0,C1641192093,123759.67,730261.24,1,0
453,TRANSFER,1028486.59,C1674374999,1028486.59,0.0,C1352876312,0.0,0.0,1,0
187,CASH_IN,58047.9,C563057516,17491567.9,17549615.8,C41474261,751343.45,693295.54,0,0
325,CASH_IN,226666.51,C2143979307,20674.0,247340.51,C1933817535,1000138.67,773472.16,0,0
270,TRANSFER,1998327.96,C1905022556,1998327.96,0.0,C279654004,0.0,0.0,1,0
80,TRANSFER,62134.33,C1710515368,62134.33,0.0,C1582805529,0.0,0.0,1,0
379,CASH_OUT,109322.95,C999423574,10423.0,0.0,C720899725,449854.0,559176.96,0,0
213,PAYMENT,25036.01,C1446405997,0.0,0.0,M477573721,0.0,0.0,0,0
301,CASH_OUT,253290.62,C1629813532,0.0,0.0,C1751840445,4535259.49,4788550.11,0,0
283,CASH_OUT,106423.61,C1072812390,31933.0,0.0,C44880550,2750680.23,2857103.84,0,0
588,TRANSFER,98533.36,C158107146,98533.36,0.0,C1790666216,0.0,0.0,1,0
371,CASH_OUT,233515.04,C1189310932,16027.0,0.0,C1413938754,34212.38,267727.42,0,0
19,TRANSFER,1815233.23,C600452100,0.0,0.0,C639762179,2157871.34,3973104.57,0,0
317,CASH_OUT,241337.83,C1512619992,241337.83,0.0,C671135114,1170157.34,1411495.17,1,0
714,TRANSFER,280258.44,C1438677474,280258.44,0.0,C1955533905,0.0,0.0,1,0
325,PAYMENT,17826.18,C115882272,130803.39,112977.21,M1241030003,0.0,0.0,0,0
11,CASH_OUT,120493.87,C1793053675,5024.0,0.0,C1115706890,0.0,0.0,0,0
399,CASH_OUT,252995.49,C238877989,0.0,0.0,C380890829,886855.47,1139850.96,0,0
43,DEBIT,9188.69,C1375796947,103691.0,94502.31,C1947128865,358771.56,367960.25,0,0
453,TRANSFER,1660119.31,C1461207812,0.0,0.0,C1845773105,2159599.02,3819718.33,0,0
282,CASH_IN,109610.95,C1559050172,784.0,110394.95,C1712214323,50895.49,0.0,0,0
402,CASH_OUT,26768.26,C1580238421,0.0,0.0,C1817408357,1403002.65,1429770.91,0,0
204,CASH_IN,123296.46,C1422299382,5702880.81,5826177.26,C1391827310,2326852.92,2203556.46,0,0
412,CASH_OUT,87438.83,C171722567,87438.83,0.0,C373099363,69617.57,157056.4,1,0
351,CASH_IN,45443.7,C122345256,3877336.72,3922780.41,C1436033517,670650.22,625206.52,0,0
212,PAYMENT,15340.58,C859294641,0.0,0.0,M1613432570,0.0,0.0,0,0
358,CASH_OUT,259678.06,C963760375,0.0,0.0,C1570277043,293108.64,552786.7,0,0
20,PAYMENT,1302.06,C844900567,250756.81,249454.76,M208967472,0.0,0.0,0,0
277,TRANSFER,149656.36,C2072045528,149656.36,0.0,C519434104,0.0,162310.05,1,0
59,TRANSFER,1011606.26,C813936493,1011606.26,0.0,C1382261132,0.0,0.0,1,0
492,CASH_OUT,96338.61,C1254768627,6.0,0.0,C1674461573,895429.13,991767.75,0,0
251,PAYMENT,23853.53,C1649191189,49622.0,25768.47,M465755507,0.0,0.0,0,0
283,CASH_OUT,924912.26,C1495769147,924912.26,0.0,C453749910,1504485.48,2429397.74,1,0
159,PAYMENT,12140.24,C619037815,10768.0,0.0,M1269482053,0.0,0.0,0,0
164,CASH_OUT,140170.97,C1381132611,0.0,0.0,C2112491958,230822.75,370993.72,0,0
132,CASH_OUT,13559.62,C373541038,982621.27,969061.66,C737272848,30681.67,44241.28,0,0
304,CASH_OUT,65748.92,C432263723,6287.0,0.0,C1101717257,0.0,65748.92,0,0
138,CASH_OUT,132325.55,C1818430207,0.0,0.0,C1231070186,699477.44,831802.99,0,0
260,CASH_IN,12802.13,C1934152809,130618.0,143420.13,C1874297237,3396111.41,3383309.27,0,0
373,CASH_IN,66228.64,C885476492,8742290.4,8808519.04,C1265147478,3370012.62,3303783.98,0,0
14,CASH_OUT,16654.05,C1429879307,0.0,0.0,C1289531757,2459203.63,3412331.82,0,0
102,CASH_OUT,22025.14,C505649715,22025.14,0.0,C2023092141,1730076.39,1752101.53,1,0
44,CASH_IN,40617.04,C197963730,905.0,41522.04,C2024096433,354458.41,313841.37,0,0
351,PAYMENT,14641.68,C1423973841,18010.71,3369.03,M1365836911,0.0,0.0,0,0
354,CASH_OUT,283429.1,C1379628544,283429.1,0.0,C1897350199,1110.49,284539.58,1,0
14,CASH_IN,341584.89,C2048794959,74909.0,416493.89,C1698369325,689085.79,347500.9,0,0
595,CASH_OUT,175534.37,C538998452,0.0,0.0,C2124668206,199874.52,375408.89,0,0
216,PAYMENT,15551.35,C523829797,0.0,0.0,M1577341831,0.0,0.0,0,0
409,TRANSFER,3260215.75,C1523193770,3260215.75,0.0,C670256021,0.0,0.0,1,0
156,CASH_IN,98123.92,C2127900021,1985810.51,2083934.42,C1250276580,996200.24,898076.32,0,0
249,PAYMENT,2529.02,C1221003778,10766.0,8236.98,M739039148,0.0,0.0,0,0
137,CASH_IN,16087.64,C813877317,3065374.95,3081462.59,C1941343465,121531.92,105444.28,0,0
186,CASH_OUT,59095.77,C615735030,0.0,0.0,C1733562571,215573.67,274669.45,0,0
38,CASH_IN,480772.48,C135181244,128.0,480900.48,C1526202737,25187.44,0.0,0,0
354,CASH_OUT,35165.48,C1991623560,54764.0,19598.52,C1620165471,521273.93,556439.41,0,0
205,TRANSFER,50590.9,C1948094335,0.0,0.0,C1836234112,385359.16,435950.06,0,0
66,CASH_OUT,2322909.69,C548911578,2322909.69,0.0,C1075176822,875613.05,3198522.74,1,0
403,CASH_OUT,250601.5,C1378560818,0.0,0.0,C1537282183,1288712.55,1539314.05,0,0
333,PAYMENT,37600.79,C1767804953,49973.0,12372.21,M1515242746,0.0,0.0,0,0
108,TRANSFER,7060216.94,C1821246962,7060216.94,0.0,C1379131960,0.0,0.0,1,0
157,CASH_OUT,237283.53,C1244761495,0.0,0.0,C656129551,13936228.83,14173512.37,0,0
701,CASH_OUT,496420.67,C1977168836,496420.67,0.0,C1041919109,16031.49,512452.16,1,0
183,CASH_OUT,96945.0,C1903930814,399367.37,302422.37,C74358086,9206663.93,9303608.94,0,0
139,CASH_IN,190315.42,C1148751249,1630734.19,1821049.62,C2114142205,17829432.28,17639116.86,0,0
160,CASH_OUT,106847.71,C877782822,0.0,0.0,C1931913112,289903.38,396751.09,0,0
241,TRANSFER,57734.59,C1281057632,57734.59,0.0,C594018186,0.0,0.0,1,0
12,CASH_IN,112481.57,C350326472,155621.16,268102.73,C895790851,3831598.0,4006853.71,0,0
230,CASH_OUT,336335.4,C481052722,2011.0,0.0,C711188622,0.0,336335.4,0,0
398,PAYMENT,12136.01,C1979343041,57335.0,45198.99,M1631339461,0.0,0.0,0,0
742,CASH_OUT,63416.99,C994950684,63416.99,0.0,C1662241365,276433.18,339850.17,1,0
20,CASH_OUT,87379.19,C811930178,768.0,0.0,C531593626,3586404.96,3673784.15,0,0
235,PAYMENT,4662.11,C686595305,0.0,0.0,M1611341109,0.0,0.0,0,0
183,CASH_IN,243569.95,C689665257,209237.0,452806.95,C746444184,0.0,0.0,0,0
10,PAYMENT,28838.38,C2063408378,64563.0,35724.62,M1216071785,0.0,0.0,0,0
295,CASH_OUT,172344.3,C246205789,172344.3,0.0,C1656002474,0.0,172344.3,1,0
283,CASH_IN,75173.13,C1973350863,21181.0,96354.13,C828850035,0.0,0.0,0,0
163,CASH_IN,463674.43,C1146411007,1189150.6,1652825.03,C431489887,1691694.1,1228019.67,0,0
130,TRANSFER,700650.9,C1055550337,0.0,0.0,C1247658278,5716834.66,6417485.55,0,0
211,TRANSFER,603379.04,C1106321376,0.0,0.0,C1817855182,725331.35,1328710.4,0,0
250,CASH_IN,75450.24,C907726358,1000192.38,1075642.63,C152083725,6293474.04,6218023.79,0,0
202,CASH_IN,258591.72,C835530671,17439.0,276030.72,C1333730561,537487.94,278896.23,0,0
39,PAYMENT,9337.53,C620702048,177079.49,167741.96,M618738414,0.0,0.0,0,0
18,CASH_OUT,234292.64,C1340445536,161453.0,0.0,C1651476410,106875.26,80374.61,0,0
163,TRANSFER,228893.93,C1019076805,0.0,0.0,C408791051,365959.61,594853.55,0,0
163,PAYMENT,2293.88,C622991348,6059.0,3765.12,M1693055871,0.0,0.0,0,0
370,TRANSFER,331110.26,C677920854,0.0,0.0,C1127222157,2855456.02,3186566.29,0,0
141,CASH_OUT,25138.57,C477408261,19877.0,0.0,C776329793,69443.32,94581.89,0,0
327,CASH_OUT,282592.74,C1180993323,3151.0,0.0,C1529910351,4176431.63,4459024.36,0,0
329,CASH_OUT,92365.52,C1913328983,12059.0,0.0,C1953993685,0.0,92365.52,0,0
394,CASH_IN,324925.04,C1996366021,5546471.07,5871396.12,C423334051,2819301.52,2494376.47,0,0
253,TRANSFER,89832.94,C2076312701,0.0,0.0,C1480056766,236531.02,326363.96,0,0
489,TRANSFER,4241.44,C1002895272,4241.44,0.0,C2080434931,0.0,0.0,1,0
237,PAYMENT,383.12,C795474246,478043.0,477659.88,M1852598675,0.0,0.0,0,0
412,TRANSFER,571163.03,C250523545,571163.03,0.0,C1652699189,0.0,0.0,1,0
44,CASH_OUT,92889.0,C168889361,3089.0,0.0,C492556144,2862567.52,2955456.52,0,0
398,CASH_IN,3222.43,C1389945494,326980.0,330202.43,C155233370,790236.66,787014.22,0,0
16,PAYMENT,29158.1,C2058222453,21.0,0.0,M1047094962,0.0,0.0,0,0
613,CASH_OUT,51589.87,C1614655562,51589.87,0.0,C644722343,0.0,51589.87,1,0
19,CASH_IN,189214.54,C325475232,751.0,189965.54,C1263973557,3427732.9,3238518.35,0,0
448,CASH_OUT,233337.38,C747067820,117492.0,0.0,C446748446,130525.98,363863.36,0,0
347,CASH_IN,116241.04,C844299848,123854.0,240095.04,C381890799,38174.89,0.0,0,0
238,TRANSFER,10000000.0,C1028530067,15274773.52,5274773.52,C1390461904,0.0,0.0,1,0
228,CASH_IN,442762.45,C1720453120,97749.58,540512.03,C1745219989,761952.66,319190.2,0,0
327,CASH_IN,230164.54,C1260376723,51414.0,281578.54,C536116131,0.0,0.0,0,0
134,PAYMENT,29021.77,C468666725,65631.0,36609.23,M1342883562,0.0,0.0,0,0
183,PAYMENT,30751.82,C219506522,82462.0,51710.18,M541841484,0.0,0.0,0,0
356,PAYMENT,3611.46,C987090375,248.0,0.0,M1836457688,0.0,0.0,0,0
307,CASH_OUT,1072345.79,C1155543640,1072345.79,0.0,C867904898,0.0,1072345.79,1,0
20,PAYMENT,5286.89,C1584815798,19234.0,13947.11,M1078058303,0.0,0.0,0,0
420,CASH_OUT,430722.59,C1979801086,430722.59,0.0,C207357507,1630593.27,2061315.87,1,0
18,CASH_OUT,8116.51,C1028004485,1880.0,0.0,C1757597360,150429.04,259791.75,0,0
301,PAYMENT,25254.77,C323718817,20247.0,0.0,M667304793,0.0,0.0,0,0
37,CASH_IN,228599.24,C499476443,3739127.24,3967726.49,C969764596,403306.09,174706.85,0,0
329,CASH_OUT,80827.86,C1438042006,0.0,0.0,C906752596,486369.28,567197.14,0,0
228,PAYMENT,1896.9,C964869248,11223.0,9326.1,M1572466346,0.0,0.0,0,0
277,CASH_OUT,134125.98,C77830247,0.0,0.0,C1117147422,717888.41,852014.39,0,0
658,CASH_OUT,54583.71,C288327856,54583.71,0.0,C1847735500,0.0,54583.71,1,0
279,TRANSFER,231161.48,C2098770464,231161.48,0.0,C563164631,0.0,0.0,1,0
133,CASH_IN,150119.56,C1878343657,37338.0,187457.56,C510209978,0.0,0.0,0,0
204,PAYMENT,15387.9,C279718925,11083.0,0.0,M1986654959,0.0,0.0,0,0
138,PAYMENT,504.92,C235849291,0.0,0.0,M217727774,0.0,0.0,0,0
300,PAYMENT,28761.13,C498104071,58486.93,29725.8,M306458316,0.0,0.0,0,0
730,CASH_OUT,0.0,C2088151490,0.0,0.0,C1156763710,0.0,0.0,1,0
95,TRANSFER,33676.59,C732111322,33676.59,0.0,C1140210295,0.0,0.0,1,0
373,PAYMENT,804.54,C410080051,15420.82,14616.28,M318881308,0.0,0.0,0,0
14,CASH_IN,186719.07,C749781106,4975925.43,5162644.5,C1945919628,1639770.72,1645266.29,0,0
133,PAYMENT,37861.4,C394327041,123877.0,86015.6,M1556559482,0.0,0.0,0,0
163,PAYMENT,24719.67,C248358345,153462.03,128742.36,M2110076022,0.0,0.0,0,0
235,CASH_OUT,226697.58,C383253834,19490.72,0.0,C1900585264,1660078.92,2196014.23,0,0
324,CASH_OUT,296628.96,C65892961,219397.76,0.0,C1390859292,814669.41,1111298.36,0,0
130,CASH_OUT,72012.25,C606945532,1828.0,0.0,C334294637,5598246.87,5670259.12,0,0
166,PAYMENT,15231.99,C1962465774,22297.55,7065.56,M221661940,0.0,0.0,0,0
407,CASH_OUT,75598.32,C10851394,4579.0,0.0,C29126211,35487.71,111086.03,0,0
305,CASH_IN,188301.34,C810781238,5769158.2,5957459.54,C1734632073,421940.83,233639.49,0,0
397,TRANSFER,111611.49,C2093551960,43032.0,0.0,C926106676,0.0,111611.49,0,0
140,CASH_OUT,64283.99,C1848868246,152022.0,87738.01,C2100171018,1103384.3,1167668.29,0,0
307,PAYMENT,14779.18,C1275331005,0.0,0.0,M288414106,0.0,0.0,0,0
356,PAYMENT,9797.71,C1577436138,10851.0,1053.29,M193832738,0.0,0.0,0,0
162,PAYMENT,252.21,C1122697187,300123.82,299871.61,M1579516458,0.0,0.0,0,0
255,CASH_OUT,416199.84,C1995112623,101390.0,0.0,C658793837,1663880.13,2080079.97,0,0
180,PAYMENT,5034.76,C1300094677,14028.91,8994.15,M2101478901,0.0,0.0,0,0
255,PAYMENT,3274.91,C1553616195,0.0,0.0,M1019356165,0.0,0.0,0,0
139,CASH_IN,331620.91,C759752236,55514.0,387134.91,C798194620,0.0,0.0,0,0
298,CASH_OUT,37648.01,C2123985387,97641.0,59992.99,C813469657,26721.55,64369.55,0,0
164,CASH_OUT,266070.06,C837140159,1259.0,0.0,C1793786389,945391.78,1211461.84,0,0
210,CASH_OUT,75278.77,C488004046,229.0,0.0,C1970888161,139797.62,215076.39,0,0
34,CASH_OUT,194327.8,C939876995,76953.0,0.0,C1071651985,2784609.46,2978937.26,0,0
378,PAYMENT,8214.1,C875232944,42459.39,34245.28,M1395363918,0.0,0.0,0,0
580,CASH_OUT,2925111.67,C1291634123,2925111.67,0.0,C229406556,0.0,2925111.67,1,0
326,CASH_OUT,116543.47,C893263033,0.0,0.0,C1328313027,131548.95,248092.42,0,0
250,CASH_IN,43430.38,C1049599645,19327077.59,19370507.97,C1662792648,232831.56,342045.08,0,0
328,CASH_OUT,404984.25,C194605736,0.0,0.0,C1407304107,464451.74,869435.98,0,0
132,CASH_OUT,416811.7,C667808669,82789.0,0.0,C2043523838,1152861.08,1569672.78,0,0
395,CASH_IN,10207.76,C2094189791,6277887.06,6288094.82,C378204822,4292036.09,4281828.33,0,0
399,CASH_OUT,88694.49,C1029711495,0.0,0.0,C1260923891,386181.33,474875.81,0,0
674,TRANSFER,3288377.47,C1001875185,3288377.47,0.0,C690110733,0.0,0.0,1,0
185,CASH_OUT,163178.15,C272091708,13241.0,0.0,C677069321,0.0,163178.15,0,0
378,TRANSFER,598428.66,C131811469,0.0,0.0,C1336937616,1339014.14,1937442.8,0,0
219,TRANSFER,1128131.99,C446483369,1128131.99,0.0,C1847574055,0.0,0.0,1,0
183,CASH_OUT,364059.64,C145614703,3902.0,0.0,C357055668,0.0,364059.64,0,0
286,CASH_IN,218589.33,C1205105498,71.0,218660.33,C637012442,148787.99,0.0,0,0
138,CASH_IN,251606.08,C1182661041,72604.0,324210.08,C1247996833,198800.31,0.0,0,0
307,CASH_IN,194281.76,C678168945,298542.0,492823.76,C1154368982,0.0,0.0,0,0
351,CASH_IN,249016.82,C830934324,21903.0,270919.82,C1377133872,441297.09,192280.27,0,0
299,CASH_OUT,91831.56,C1514545521,99060.0,7228.44,C1121382537,0.0,91831.56,0,0
476,CASH_IN,62784.75,C858740178,1914522.42,1977307.17,C1026319416,216169.39,153384.64,0,0
178,CASH_IN,10449.44,C255593006,9985437.87,9995887.31,C1930572138,527742.83,517293.39,0,0
275,CASH_IN,193644.45,C1510634511,56488.0,250132.45,C747935999,1399912.21,1206267.76,0,0
305,CASH_OUT,128300.6,C873546215,29889.0,0.0,C1950516590,547760.21,676060.82,0,0
184,CASH_OUT,96286.54,C1921354292,96286.54,0.0,C397888412,0.0,96286.54,1,0
183,PAYMENT,4530.56,C709210863,8469.0,3938.44,M721477762,0.0,0.0,0,0
15,PAYMENT,5550.74,C964087953,74717.0,69166.26,M171950874,0.0,0.0,0,0
326,CASH_IN,249206.16,C976251328,903346.0,1152552.16,C134884456,0.0,0.0,0,0
284,PAYMENT,12568.92,C208354997,194852.65,182283.74,M1111730277,0.0,0.0,0,0
204,PAYMENT,6385.17,C495948796,0.0,0.0,M1569412989,0.0,0.0,0,0
156,CASH_OUT,79031.41,C1746844617,79031.41,0.0,C385289629,840743.33,919774.75,1,0
225,CASH_IN,183446.46,C1748676271,3085621.07,3269067.53,C1926874830,2672841.97,2489395.51,0,0
210,PAYMENT,12548.19,C1512789067,46648.77,34100.58,M1922110417,0.0,0.0,0,0
140,CASH_OUT,125853.29,C503746881,39020.0,0.0,C705063243,151959.21,277812.5,0,0
284,PAYMENT,12051.39,C1026140476,5958.0,0.0,M477964463,0.0,0.0,0,0
254,PAYMENT,393.94,C1643768405,0.0,0.0,M778170107,0.0,0.0,0,0
694,TRANSFER,6204.71,C2113148842,6204.71,0.0,C1485457980,0.0,0.0,1,0
355,CASH_OUT,52043.93,C525576528,0.0,0.0,C955278206,126014.04,178057.97,0,0
334,CASH_OUT,554501.15,C1099639070,554501.15,0.0,C574402846,225415.81,779916.96,1,0
307,CASH_OUT,278650.04,C2077682304,4613.0,0.0,C935590902,2085634.92,2364284.95,0,0
541,CASH_OUT,2629417.41,C903487655,2629417.41,0.0,C1853529603,0.0,2629417.41,1,0
164,CASH_IN,89547.58,C1755947400,11500.0,101047.58,C1990522628,0.0,0.0,0,0
426,TRANSFER,318756.28,C314997548,0.0,0.0,C1414117664,2643077.1,2961833.38,0,0
399,TRANSFER,925530.73,C1641584622,0.0,0.0,C936718899,1360570.95,2286101.68,0,0
395,PAYMENT,1719.32,C1440527017,40509.0,38789.68,M747147313,0.0,0.0,0,0
353,CASH_OUT,52891.84,C1200526599,0.0,0.0,C913962659,809637.15,862529.0,0,0
544,PAYMENT,18665.04,C1018150509,131388.0,112722.96,M1920846437,0.0,0.0,0,0
158,CASH_OUT,366813.47,C1292422297,106.0,0.0,C168303270,0.0,366813.47,0,0
3,TRANSFER,22877.0,C1247938090,22877.0,0.0,C1002031672,0.0,0.0,1,0
627,CASH_OUT,2756011.78,C1736184082,2756011.78,0.0,C1711138117,148471.56,2904483.35,1,0
138,PAYMENT,2448.32,C198850945,0.0,0.0,M1319504732,0.0,0.0,0,0
230,PAYMENT,4937.76,C1434129453,359.0,0.0,M1059054908,0.0,0.0,0,0
21,PAYMENT,13101.51,C2118690517,189.0,0.0,M51576362,0.0,0.0,0,0
131,PAYMENT,7252.15,C611701917,0.0,0.0,M1435135369,0.0,0.0,0,0
163,CASH_IN,291904.54,C2107466412,21925.0,313829.54,C1728860891,859024.71,567120.17,0,0
20,CASH_OUT,98202.44,C1717673259,19931.0,0.0,C1101131078,0.0,98202.44,0,0
345,PAYMENT,4518.19,C615751962,84435.28,79917.09,M1383470879,0.0,0.0,0,0
401,PAYMENT,1649.69,C962135588,14938.51,13288.82,M1004665848,0.0,0.0,0,0
363,CASH_OUT,692895.24,C1171643689,692895.24,0.0,C1443148834,716350.14,1409245.38,1,0
348,CASH_IN,348009.29,C157376830,42332.0,390341.29,C925166078,3333530.77,2985521.48,0,0
162,CASH_IN,71231.87,C300566192,153595.0,224826.87,C998228636,0.0,0.0,0,0
385,TRANSFER,627088.33,C2099684775,627088.33,0.0,C835286210,0.0,0.0,1,0
350,CASH_IN,409708.32,C1966849788,741.0,410449.32,C1630590777,301096.06,0.0,0,0
163,TRANSFER,288561.26,C743785500,1094.0,0.0,C308972743,5312282.35,5600843.61,0,0
213,CASH_OUT,200469.53,C414590358,37356.17,0.0,C1640037164,947648.78,1148118.31,0,0
576,CASH_OUT,818639.22,C79473657,818639.22,0.0,C1402186956,256864.44,1075503.66,1,0
232,CASH_IN,116112.22,C125703069,839252.74,955364.96,C1172009958,6681472.2,6565359.98,0,0
10,CASH_OUT,84066.36,C1005172698,0.0,0.0,C1730312920,765913.67,849980.03,0,0
10,CASH_OUT,156727.47,C2010959673,0.0,0.0,C212121786,464917.61,621645.08,0,0
133,PAYMENT,1399.02,C1798911068,761702.91,760303.89,M976968841,0.0,0.0,0,0
208,CASH_OUT,128790.36,C575276708,0.0,0.0,C882140221,653262.89,782053.24,0,0
404,CASH_OUT,108221.03,C1822456235,10687.0,0.0,C971565096,562246.47,670467.5,0,0
327,CASH_OUT,202357.4,C107636513,0.0,0.0,C1829796806,289532.48,491889.88,0,0
503,PAYMENT,984.43,C1871146039,319289.0,318304.57,M938848786,0.0,0.0,0,0
163,CASH_OUT,73944.07,C158609646,0.0,0.0,C2031928320,931951.41,1156295.69,0,0
406,CASH_OUT,4160888.06,C1407865578,4160888.06,0.0,C94243065,367689.67,4528577.73,1,0
139,CASH_IN,124130.24,C377544700,9413116.42,9537246.66,C740657914,137178.79,13048.56,0,0
35,PAYMENT,11775.18,C1992128367,0.0,0.0,M1353254858,0.0,0.0,0,0
189,PAYMENT,5345.52,C515969378,38325.62,32980.1,M1512381011,0.0,0.0,0,0
207,CASH_OUT,307357.35,C1830618550,131582.85,0.0,C52508409,6405785.13,6713142.48,0,0
232,CASH_OUT,227307.47,C1795120724,0.0,0.0,C857955771,409814.34,637121.82,0,0
309,CASH_OUT,36172.11,C1934933007,0.0,0.0,C817999236,94653.41,130825.52,0,0
95,CASH_OUT,72021.64,C144547171,0.0,0.0,C781099206,358658.52,430680.16,0,0
612,CASH_OUT,49423.31,C329967562,49423.31,0.0,C1801110858,314742.75,364166.06,1,0
283,PAYMENT,5797.52,C444038074,22613.9,16816.38,M2145575315,0.0,0.0,0,0
353,PAYMENT,22016.93,C1349481539,0.0,0.0,M1205244108,0.0,0.0,0,0
